0.0000E+00	1.0000E+00
7.5120E-04	9.9586E-01
1.5024E-03	9.8562E-01
2.2536E-03	9.7376E-01
3.0048E-03	9.6354E-01
3.7560E-03	9.5554E-01
4.5072E-03	9.4903E-01
5.2584E-03	9.4346E-01
6.0096E-03	9.3871E-01
6.7608E-03	9.3463E-01
7.5120E-03	9.3094E-01
8.2632E-03	9.2749E-01
9.0144E-03	9.2423E-01
9.7656E-03	9.2115E-01
1.0517E-02	9.1821E-01
1.1268E-02	9.1537E-01
1.2019E-02	9.1261E-01
1.2770E-02	9.0991E-01
1.3522E-02	9.0731E-01
1.4273E-02	9.0490E-01
1.5024E-02	9.0269E-01
1.5775E-02	9.0055E-01
1.6526E-02	8.9835E-01
1.7278E-02	8.9616E-01
1.8029E-02	8.9415E-01
1.8780E-02	8.9233E-01
1.9531E-02	8.9046E-01
2.0282E-02	8.8833E-01
2.1034E-02	8.8597E-01
2.1785E-02	8.8357E-01
2.2536E-02	8.8138E-01
2.3287E-02	8.7958E-01
2.4038E-02	8.7805E-01
2.4790E-02	8.7636E-01
2.5541E-02	8.7406E-01
2.6292E-02	8.7127E-01
2.7043E-02	8.6859E-01
2.7794E-02	8.6641E-01
2.8546E-02	8.6442E-01
2.9297E-02	8.6209E-01
3.0048E-02	8.5940E-01
3.0799E-02	8.5673E-01
3.1550E-02	8.5429E-01
3.2302E-02	8.5196E-01
3.3053E-02	8.4965E-01
3.3804E-02	8.4750E-01
3.4555E-02	8.4543E-01
3.5306E-02	8.4308E-01
3.6058E-02	8.4032E-01
3.6809E-02	8.3760E-01
3.7560E-02	8.3541E-01
3.8311E-02	8.3359E-01
3.9063E-02	8.3160E-01
3.9814E-02	8.2925E-01
4.0565E-02	8.2678E-01
4.1316E-02	8.2426E-01
4.2067E-02	8.2167E-01
4.2819E-02	8.1912E-01
4.3570E-02	8.1675E-01
4.4321E-02	8.1433E-01
4.5072E-02	8.1152E-01
4.5823E-02	8.0851E-01
4.6575E-02	8.0572E-01
4.7326E-02	8.0313E-01
4.8077E-02	8.0033E-01
4.8828E-02	7.9725E-01
4.9579E-02	7.9429E-01
5.0331E-02	7.9169E-01
5.1082E-02	7.8917E-01
5.1833E-02	7.8637E-01
5.2584E-02	7.8341E-01
5.3335E-02	7.8057E-01
5.4087E-02	7.7791E-01
5.4838E-02	7.7527E-01
5.5589E-02	7.7248E-01
5.6340E-02	7.6945E-01
5.7091E-02	7.6621E-01
5.7843E-02	7.6298E-01
5.8594E-02	7.6009E-01
5.9345E-02	7.5763E-01
6.0096E-02	7.5538E-01
6.0847E-02	7.5304E-01
6.1599E-02	7.5045E-01
6.2350E-02	7.4755E-01
6.3101E-02	7.4425E-01
6.3852E-02	7.4060E-01
6.4603E-02	7.3696E-01
6.5355E-02	7.3374E-01
6.6106E-02	7.3116E-01
6.6857E-02	7.2918E-01
6.7608E-02	7.2743E-01
6.8359E-02	7.2526E-01
6.9111E-02	7.2213E-01
6.9862E-02	7.1814E-01
7.0613E-02	7.1394E-01
7.1364E-02	7.1011E-01
7.2115E-02	7.0666E-01
7.2867E-02	7.0335E-01
7.3618E-02	7.0016E-01
7.4369E-02	6.9725E-01
7.5120E-02	6.9451E-01
7.5871E-02	6.9158E-01
7.6623E-02	6.8832E-01
7.7374E-02	6.8498E-01
7.8125E-02	6.8173E-01
