# step	rosi_total_mean	rosi_total_stddev	rosi_total_snr	mcray_total_mean	mcray_total_stddev	mcray_total_snr	delta_total	reldev_total	rosi_primary_mean	rosi_primary_stddev	rosi_primary_snr	mcray_primary_mean	mcray_primary_stddev	mcray_primary_snr	delta_primary	reldev_primary
1	4710.910801478794	64.93151973059358	72.55198740187764	4712.680691964286	28.318929529022693	166.41450684548258	-1.7698904854914872	-0.0003757002753981043	3677.4936831519717	64.81080201896536	56.74198696192402	3674.0759847005206	21.88742368146553	167.86242356206415	3.4176984514510877	0.0009293553560972499
2	6201.661326962426	71.52106098395527	86.71098053695933	6205.004910714286	31.44257923693868	197.34401761241833	-3.3435837518600238	-0.0005391432352688164	4963.380451311384	71.80407762033582	69.12393579589262	4959.72250860305	25.468275744804323	194.74119717801716	3.657942708333394	0.0007369861617936063
3	8157.536266508557	80.97112819270471	100.7462344737779	8156.205745442709	34.41419967934574	237.00117455696034	1.3305210658481883	0.00016310329765995072	6749.053857421875	81.70079122627493	82.60695834303479	6738.20295875186	29.109266449037346	231.47965513142276	10.85089867001534	0.0016077659030802817
4	10776.067733909971	101.54832227868718	106.11763436461655	10776.210193452382	38.54785738176836	279.5540641008263	-0.1424595424105064	-1.3219993222779846e-05	9239.803524925595	101.81500800808972	90.7508991620513	9226.91218843006	35.185651692824784	262.23508005428397	12.891336495535143	0.0013951959541952438
5	14383.01515764509	119.21234154926299	120.6503871220539	14379.102074032739	43.69162123652284	329.1043377903522	3.913083612351329	0.00027206281641658315	12780.49972563244	119.66737083442972	106.80020490560773	12758.558086867559	40.77826201387331	312.8764556598054	21.941638764881645	0.001716806011964909
6	19477.48871372768	147.70651334402106	131.86614640589983	19497.28413783482	58.108562551502516	335.53203317590373	-19.795424107142026	-0.0010163232230852362	17895.061025855655	147.85254587292138	121.03316124996849	17889.61310453869	54.547112580484	327.96627095783765	5.447921316965221	0.0003044371466011655
7	27017.254622395834	179.3630682132734	150.62886073219212	27041.574172247023	61.859545694535775	437.14472630916333	-24.31954985118864	-0.0009001488193781561	25566.235198102677	180.3588148076829	141.75206920362623	25554.489913504465	59.54562517208905	429.15814284678424	11.745284598211583	0.0004594061075947242
8	38851.259235491074	212.81506691596456	182.55878119208768	38894.002250744044	86.10784865360334	451.6893971792019	-42.74301525297051	-0.0011001706532570833	37644.49170386905	213.76650777629558	176.1009809041911	37634.13259858631	80.57415377154811	467.07450015907534	10.35910528273962	0.00027518249852407826
9	59990.143936011904	273.45004988593826	219.38245745808072	60080.918852306546	111.8520230742969	537.1464654903759	-90.77491629464203	-0.001513163835570498	59092.656845238096	273.94956548690453	215.70633536216678	59100.074190848216	109.20486598944598	541.1853552071562	-7.41734561011981	-0.0001255205977545673
10	60669.505561755956	295.60296810196576	205.23983893432532	60765.59451264881	119.77251026874127	507.34174625133215	-96.08895089285215	-0.0015838096915927965	59992.97696242559	295.4740053850975	203.0397797066293	60004.437155877975	119.14516689444437	503.62460114759324	-11.460193452381645	-0.0001910255838705807
