# step	rosi_total_mean	rosi_total_stddev	rosi_total_snr	mcray_total_mean	mcray_total_stddev	mcray_total_snr	delta_total	reldev_total	rosi_primary_mean	rosi_primary_stddev	rosi_primary_snr	mcray_primary_mean	mcray_primary_stddev	mcray_primary_snr	delta_primary	reldev_primary
1	1075.9676212855748	57.392777407394924	18.747439484379072	1067.8811004638671	120.7206470165246	8.845886158294798	8.086520821707609	0.007515580080417075	963.7756113688151	59.87849509029393	16.0955216044673	955.4980725969587	108.15418540510332	8.834591736029783	8.277538771856484	0.008588657644179437
2	1418.1357613699777	63.63132358361832	22.286755665335118	1404.5568074544271	131.08604922703583	10.714769540592306	13.578953915550528	0.009575214366241423	1277.9107945033481	66.2802169046806	19.280425656137286	1264.0729429699127	117.95273523082015	10.716775159950847	13.837851533435469	0.01082849569230962
3	1900.1961167108445	72.6121268311889	26.169129037199035	1864.1796250116258	145.75884826435973	12.789478286975779	36.016491699218705	0.01895409183424796	1735.5750287737164	74.19752109069816	23.3912805072311	1699.172344970703	133.11742201747805	12.76446252653244	36.40268380301336	0.020974422424557437
4	2593.22368687221	86.99819371208328	29.80778768182671	2567.1543672107514	168.422924631734	15.242309637028189	26.069319661458394	0.010052861923724612	2402.684635416667	87.60846479567657	27.42525669203643	2376.1274710518974	155.98335459640955	15.233211756471555	26.557164364769505	0.011053121151775308
5	3710.0887404668897	99.83033277239709	37.1639424354671	3649.424905250186	192.10295440341963	18.99723466816824	60.663835216703774	0.016351046958803912	3493.8297694614957	100.72459619988737	34.686957320017555	3432.4117978050595	180.65443117669113	18.999876036519414	61.41797165643629	0.01757898229423543
6	5599.733853004092	120.72870845537904	46.38278603861431	5488.556495303199	212.05869495983308	25.88225159238488	111.17735770089348	0.019854043177650327	5359.654210844494	121.57806083043243	44.084057388608294	5247.28436453683	202.81603814305552	25.872137196742194	112.36984630766347	0.020965876134378062
7	9333.900302269345	160.51951206862853	58.14807297868391	9156.530505952382	227.5099467527436	40.24672607349182	177.3697963169634	0.019002752394284693	9073.641799200148	161.2525477499917	56.26975775457548	8894.274490792412	220.95348946595524	40.25405759506166	179.36730840773635	0.019767951212659483
8	18482.587253534228	217.1958594689764	85.09640698824751	18205.121042596726	313.0525230519102	58.15356753913771	277.4662109375022	0.015012303587769903	18212.609035528272	217.19223400746904	83.85478937014828	17931.287946428572	309.49433507483644	57.9373704597622	281.32108909969975	0.01544650129758522
9	58249.7589936756	437.22024873493234	133.2274961240185	58242.88400297619	480.07488927557387	121.32041334397613	6.874990699405316	0.00011802607973282363	57987.39750744047	438.39803627390256	132.2711159938022	57969.973204985115	477.51611812928604	121.39898739353113	17.424302455357974	0.0003004842983878045
10	60157.38524925595	449.4917910699574	133.83422443835744	60151.261542038694	503.8401286345628	119.38561087830033	6.123707217258925	0.00010179477036586568	59984.745814732145	451.3417913796874	132.90315003041786	59967.71143973214	501.8622992889501	119.49036922019398	17.03437500000291	0.00028397844766426096
